"","alpha_0","alpha_1","alpha_2","mu_1","mu_2","sigma_1","sigma_2"
"32",0.0282142838952895,0.915385989270972,1.09617836534086,1.00014638621852,1.00047666360991,0.425994871344466,0.570753600642239
"33",0.0281965567602451,0.915701577466215,1.095844628318,1.00014638621852,1.00047666360991,0.426280332949368,0.570410124645915
"34",0.0283710801355563,0.91596797503818,1.09602855526927,1.00014638621852,1.00047666360991,0.426649697200781,0.570649327379408
"35",0.0282526181777289,0.915146617552562,1.09649546398326,1.00014638621852,1.00047666360991,0.425795246515434,0.571086512165117
"36",0.0282996644059565,0.915125772313831,1.09663956901516,1.00014638621852,1.00047666360991,0.425807452863497,0.571246721196667
"37",0.0282787801166686,0.915073335894462,1.09682140844658,1.00014638621852,1.00047666360991,0.425743895297873,0.571422444863649
"38",0.0283779745455863,0.915992118756101,1.09599790904469,1.00014638621852,1.00047666360991,0.426677135535317,0.570620672684209
"39",0.0281690165245703,0.915675502816064,1.09595671618735,1.00014638621852,1.00047666360991,0.426237095367102,0.57051343936418
"40",0.923405886912827,2.85138924224077,2.19387626660369,1.00014638621852,1.00047666360991,3.6290814203571,2.74917303467562
"41",0.0283983776836592,0.915180978956622,1.09699992625697,1.00014638621852,1.00047666360991,0.425926296867633,0.571639911234138
"42",0.0282933554847741,0.915582413867522,1.09617798606915,1.00014638621852,1.00047666360991,0.42623355121928,0.570777359245992
"43",0.0284220137298605,0.915183939959153,1.09697165675664,1.00014638621852,1.00047666360991,0.425945095000865,0.571619443502873
"44",0.0283279709983199,0.915513191294273,1.09647864910316,1.00014638621852,1.00047666360991,0.426191732318644,0.571090685384918
"45",0.0283317363405757,0.915561493835559,1.09641991888829,1.00014638621852,1.00047666360991,0.42623981423176,0.57103259386412
"46",0.0283958485090051,0.915097335621771,1.09712478099365,1.00014638621852,1.00047666360991,0.425845760884361,0.571765069320171
"47",0.0282497608037608,0.915098057466659,1.09649253545611,1.00014638621852,1.00047666360991,0.425747557788859,0.571083169662723
"48",0.0284845624126649,0.915163522400009,1.09703085988789,1.00014638621852,1.00047666360991,0.425968210359103,0.571699830351988
"49",0.0281937543310227,0.915083531058975,1.09666728567983,1.00014638621852,1.00047666360991,0.425695941186287,0.571239644533869
"50",0.0284180318388399,0.915155650543346,1.09719630489864,1.00014638621852,1.00047666360991,0.425915727922121,0.57184346052711
"51",0.0283853605326098,0.915136075058371,1.09685669008867,1.00014638621852,1.00047666360991,0.425875177078788,0.571492611484203
"52",0.028238748611757,0.915512226787117,1.09614314339904,1.00014638621852,1.00047666360991,0.42613041465639,0.570725080880537
"53",0.0282568612076352,0.915141122963929,1.09653718771146,1.00014638621852,1.00047666360991,0.425792939948325,0.571129765161168
"54",0.0282974921856139,0.915058163116794,1.09696030657783,1.00014638621852,1.00047666360991,0.425742261582338,0.571567963234576
"55",0.0282504279046791,0.915040455146697,1.09685190234897,1.00014638621852,1.00047666360991,0.425693717620589,0.571443897824862
"56",0.0283153548403112,0.915065559033631,1.09704574459524,1.00014638621852,1.00047666360991,0.425761319896072,0.571659411570485
"57",0.0283571942228964,0.915145048307133,1.0970915048653,1.00014638621852,1.00047666360991,0.425864545864756,0.571718310163613
"58",0.0283122791514062,0.915792790567263,1.09616704957772,1.00014638621852,1.00047666360991,0.426444685397528,0.570770361936975
"59",0.0283034335839515,0.916023737637735,1.09582182719228,1.00014638621852,1.00047666360991,0.426656458606591,0.570419271023915
"60",0.0282805226333525,0.916110546680262,1.09565419974965,1.00014638621852,1.00047666360991,0.426722802940473,0.570242913935159
"61",0.0282678324951494,0.915161498642911,1.09647487379085,1.00014638621852,1.00047666360991,0.425819571143973,0.571070799393854
"62",0.0283459790317935,0.915704076645537,1.0961390537739,1.00014638621852,1.00047666360991,0.42638388191944,0.570754542465244
"63",0.0283517177464068,0.915146974843757,1.09677811107689,1.00014638621852,1.00047666360991,0.425862670585759,0.571402575624229
"64",0.0282947790639518,0.915163552434935,1.0964645414045,1.00014638621852,1.00047666360991,0.425839753207566,0.571069409902594
"65",0.02832639193638,0.915697054449497,1.09619686801999,1.00014638621852,1.00047666360991,0.426363991130394,0.57080598041434
"66",0.0283522558861642,0.915480073800141,1.0964788110835,1.00014638621852,1.00047666360991,0.426176965719857,0.571099306950168
"67",0.0283920662826002,0.915096482914175,1.09702682181741,1.00014638621852,1.00047666360991,0.425842401846434,0.571665694571535
"68",0.0283805213687596,0.915927699284996,1.09606944886908,1.00014638621852,1.00047666360991,0.426618115343341,0.570693856367899
"69",0.0282196649328078,0.915544589231921,1.09596570046614,1.00014638621852,1.00047666360991,0.426148002451058,0.570540744473034
"70",0.0283333028578492,0.915185305990371,1.09679188754204,1.00014638621852,1.00047666360991,0.425886318964183,0.571409804574141
"71",0.0283182795620105,0.915895096915001,1.09592537959072,1.00014638621852,1.00047666360991,0.426545217634214,0.57052929414779
"72",0.0282073602468551,0.915066862137293,1.09675500079929,1.00014638621852,1.00047666360991,0.425689443345215,0.571332202176894
"73",0.0282434707442746,0.915162633446122,1.09669820366851,1.00014638621852,1.00047666360991,0.425804132114236,0.571286295090525
"74",0.0283738577333649,0.915149005279212,1.09695804065771,1.00014638621852,1.00047666360991,0.425879565930659,0.57159014092082
"75",0.0283453675575207,0.915604515952912,1.09630643005647,1.00014638621852,1.00047666360991,0.426289606246621,0.570923022652493
"76",0.0282485826391006,0.915137838797248,1.09685127933791,1.00014638621852,1.00047666360991,0.42578422233188,0.571441571165154
"77",0.0282403278855567,0.915955141398493,1.09573660482766,1.00014638621852,1.00047666360991,0.426549033620651,0.570313749966115
"78",0.0283897264108033,0.915706031067355,1.09632041232761,1.00014638621852,1.00047666360991,0.426415348012164,0.570950655379705
"79",0.0283083631344829,0.915177987988544,1.09684844692466,1.00014638621852,1.00047666360991,0.425862532044018,0.571458216253704
"80",0.0283682143359584,0.915580081930858,1.09669761696927,1.00014638621852,1.00047666360991,0.426282027004035,0.571322610580468
"81",0.0282110937142614,0.91583771022234,1.09572759712272,1.00014638621852,1.00047666360991,0.42641851720009,0.570296317062749
"82",0.0282042267425895,0.916046898572882,1.09550170912893,1.00014638621852,1.00047666360991,0.426611106265246,0.570065651703682
"83",0.0283924796309258,0.915123535899852,1.09730158399857,1.00014638621852,1.00047666360991,0.42586815718004,0.571940763553824
"84",0.0283106633793571,0.915530002205552,1.09651238948801,1.00014638621852,1.00047666360991,0.426195853239378,0.57111851698591
"85",0.0282007996358794,0.915551380094907,1.09609100492968,1.00014638621852,1.00047666360991,0.426141619479968,0.570659817989426
"86",0.0281745280597825,0.915902336748891,1.09547428849219,1.00014638621852,1.00047666360991,0.42645469057731,0.570029943250015
"87",0.0284694022196093,0.915147453653357,1.09721475241637,1.00014638621852,1.00047666360991,0.42594279090746,0.571879166940151
"88",0.0282151228791248,0.915465844142737,1.09607736027386,1.00014638621852,1.00047666360991,0.426070703186364,0.570651879598715
"89",0.0284104923771526,0.915135348638607,1.09693235332423,1.00014638621852,1.00047666360991,0.425891506892416,0.571576780941609
"90",0.0282403118664735,0.915127277909703,1.09676049376142,1.00014638621852,1.00047666360991,0.425768676635205,0.571348014387661
"91",0.0282872375153883,0.915547804691691,1.0960111339711,1.00014638621852,1.00047666360991,0.426196795401473,0.570608678790286
"92",0.02831069504739,0.915554647158401,1.09597038138351,1.00014638621852,1.00047666360991,0.426219134810849,0.570575616335705
"93",0.0282329222730157,0.915107607631322,1.09682972644451,1.00014638621852,1.00047666360991,0.425745135844996,0.571415102791746
"94",0.0282713810244638,0.915095454909439,1.09691851740779,1.00014638621852,1.00047666360991,0.425759720442462,0.571516985336501
"95",0.028215377549908,0.915680136030752,1.09595576367699,1.00014638621852,1.00047666360991,0.426272862670417,0.570527863099874
"96",0.0282946681272664,0.91509220233657,1.09683126252818,1.00014638621852,1.00047666360991,0.425772428462676,0.57143739984374
"97",0.0284506458665469,0.915186439631798,1.09675967614359,1.00014638621852,1.00047666360991,0.42596685271887,0.571416646792622
"98",0.0282127670137687,0.915521635177345,1.09631212735522,1.00014638621852,1.00047666360991,0.426121676781637,0.57088549673633
"99",0.0284431563724123,0.915731207478713,1.09627721568462,1.00014638621852,1.00047666360991,0.426475279660794,0.57092491061035
"100",0.0283413493962738,0.9155805089957,1.09639028933181,1.00014638621852,1.00047666360991,0.426264250588192,0.571005915716405
"101",0.0284020598718621,0.915133891707946,1.09694405301304,1.00014638621852,1.00047666360991,0.425884423073746,0.571585704058982
