"","alpha_0","alpha_1","alpha_2","mu_1","mu_2","sigma_1","sigma_2"
"2",0.0282759482007516,0.91497670397098,1.09757859232364,1.00014638621852,1.00047666360991,0.42565089377453,0.572181043686265
"3",0.0282467351554551,0.915488509549201,1.09671062545805,1.00014638621852,1.00047666360991,0.426113437921306,0.571296186470532
"4",0.0281854290601699,0.91568009354141,1.09618468627913,1.00014638621852,1.00047666360991,0.426252525766862,0.570747049117939
"5",0.0281291860687507,0.915701639747859,1.09614993414484,1.00014638621852,1.00047666360991,0.426234745337533,0.570693298762382
"6",0.0282458841463981,0.914986900556375,1.09734756685846,1.00014638621852,1.00047666360991,0.42564015776271,0.571939447622761
"7",0.0283765713964936,0.91567933013312,1.0966080690898,1.00014638621852,1.00047666360991,0.426381249427088,0.57123460852931
"8",0.0282026441875455,0.915747779048356,1.09626067198266,1.00014638621852,1.00047666360991,0.426327984851127,0.570828096138328
"9",0.0282621480338228,0.915089401805067,1.09712468829077,1.00014638621852,1.00047666360991,0.42574775401309,0.571720471006099
"10",2.27461593063682,4.15755654346694,3.73667794621952,1.00014638621852,1.00047666360991,8.23998725233477,7.00881817529846
"11",0.0282647137749669,0.915106055760898,1.09697096540442,1.00014638621852,1.00047666360991,0.425765191328136,0.571567172381609
"12",0.0281663458979552,0.915626383778281,1.09617477859698,1.00014638621852,1.00047666360991,0.426188975418902,0.570731374875546
"13",0.028179256301363,0.91586258397777,1.09604681164599,1.00014638621852,1.00047666360991,0.426420383549568,0.570604950954491
"14",0.0281828980096845,0.914996242087862,1.0972401911686,1.00014638621852,1.00047666360991,0.425606321445723,0.571810767229886
"15",0.0281842690273174,0.915625881430629,1.09611019490931,1.00014638621852,1.00047666360991,0.426200644183274,0.570672696258459
"16",0.0282476550983983,0.91507202691572,1.09722721835989,1.00014638621852,1.00047666360991,0.425721564962882,0.57181853134858
"17",0.0282262190410906,0.915060050652243,1.09691185344477,1.00014638621852,1.00047666360991,0.425695785447656,0.571495647057194
"18",0.0281561635691724,0.915072079959259,1.09690858143316,1.00014638621852,1.00047666360991,0.42565968852723,0.571468874965654
"19",0.0283507443335287,0.915507253851906,1.09669990536205,1.00014638621852,1.00047666360991,0.42620154768675,0.571319897084651
"20",0.0281681745030989,0.915052183828302,1.09712999060796,1.00014638621852,1.00047666360991,0.425649062990897,0.571694851240935
"21",0.0282671633641615,0.915132584108821,1.09696334061691,1.00014638621852,1.00047666360991,0.42579184595176,0.571560056181865
"22",0.0283200880616195,0.915077652856396,1.09730297312206,1.00014638621852,1.00047666360991,0.425775905102218,0.571918518807653
"23",0.0281806260777217,0.915705356714593,1.09617540838034,1.00014638621852,1.00047666360991,0.426273086976335,0.570735881698756
"24",0.0281378395626339,0.915525950814379,1.09632799078432,1.00014638621852,1.00047666360991,0.426075001021132,0.570876377841964
"25",0.0281841644527659,0.914992812685106,1.09716288111245,1.00014638621852,1.00047666360991,0.425603952360067,0.571733790608339
"26",0.0281710881339436,0.916109206776057,1.09577064434437,1.00014638621852,1.00047666360991,0.426647393107656,0.570323079856747
"27",2.15368194544835,4.55193678261549,4.03040331633253,1.00014638621852,1.00047666360991,7.60753564567544,6.69135305776222
"28",0.028369151466013,0.915134205725375,1.09728422704444,1.00014638621852,1.00047666360991,0.425862415154084,0.571915473634397
"29",0.0283483510561128,0.915786461258887,1.09648669126733,1.00014638621852,1.00047666360991,0.426463135454836,0.571102470107208
"30",0.0281445702402,0.91557404815977,1.09599966178376,1.00014638621852,1.00047666360991,0.426124909252803,0.570549415341226
"31",0.0283352170638135,0.915052187856263,1.09738310713535,1.00014638621852,1.00047666360991,0.425762151295718,0.57200412950989
"32",0.0281843910654378,0.915377332621812,1.09652278446012,1.00014638621852,1.00047666360991,0.425966451329773,0.571088562521817
"33",0.0281364421414568,0.915822827268365,1.09595350006285,1.00014638621852,1.00047666360991,0.42635390924651,0.570497745521082
"34",0.0282295566929098,0.916177459652136,1.09585242189831,1.00014638621852,1.00047666360991,0.42675136064156,0.570423613284282
"35",0.0283231625529734,0.915425974947632,1.09685813934089,1.00014638621852,1.00047666360991,0.426106251697593,0.571470082351302
"36",0.0281817072381376,0.915084156404359,1.09679664833068,1.00014638621852,1.00047666360991,0.425688366632695,0.571365163045379
"37",0.0281854599303965,0.915009924069235,1.09710477498836,1.00014638621852,1.00047666360991,0.425620953293663,0.571675832358621
"38",0.0281261724246129,0.916149465164153,1.09552754725677,1.00014638621852,1.00047666360991,0.426654939987772,0.57006442238142
"39",0.0281087558635973,0.915751115375849,1.09612753516749,1.00014638621852,1.00047666360991,0.426267546751426,0.570663528028488
