alpha0,alpha1,alpha2,mu1,mu2,sigma1,sigma2
0.8871979717439713,0.9589738522423613,1.1981593226438625,2.362537479072557e-06,8.437633853830562e-07,1.2397380743580002,0.4215713819229483
0.9621611816806057,1.0331896058570313,1.3625997280984228,0.00016175706787548982,1.7585037037193274e-05,1.3969496415008,0.48625700260779614
1.007007050027487,1.0126571161026405,1.4450288901811563,0.00033672571980805085,3.1844227694310945e-05,1.4065806513608277,0.5105357466490877
0.9715828612450966,1.00008048591025,1.5363568512546846,0.00018563047189368298,6.629659710488678e-05,1.410212874835606,0.5304973993938619
1.0597134895163494,1.1280616730156774,1.4023080490899718,4.693275685152542e-06,1.6761698875544795e-06,1.5603609929377402,0.5090428662386647
0.9898729002550213,0.95068429085515,1.4614249090772928,5.02235825798003e-05,2.0436617707786375e-05,1.3361229499343845,0.5006909016018671
0.9666392368597858,0.9949799970456403,1.4677367873067761,0.0006533890242915063,6.66801095428049e-05,1.300129824700048,0.514349504228808
1.05689412898573,1.0690531000975072,1.5770033778244557,0.00024151422187475012,3.9609158771769515e-05,1.5186159357337228,0.5647504240946244
0.9912827635559712,0.9921594951493943,1.4050440198525764,0.00010338288874258694,1.2094424856945452e-05,1.3923157688566707,0.5037523429922182
1.003405524800485,1.1586845545790283,1.4716670768113689,8.892918777818614e-05,1.332592446223746e-05,1.5776479306593099,0.5324874914479447
0.9987930054661323,0.9191814545364886,1.3348463803177772,1.005884853859662e-05,1.0180790824487751e-05,1.31610686255517,0.4726905421078775
0.9416563811064195,1.0383578029481677,1.38645005845557,0.00016571486293384118,0.0003146642916044273,1.3814555779600268,0.5091420544353302
1.0058369063083465,0.9498465938556745,1.4479727124487916,0.0004960979336182003,2.3832076885610398e-05,1.3868121882955995,0.5150600592848452
0.9639395590963079,1.033487143773001,1.3869641866812306,0.00020700754353097928,1.1655196713866722e-05,1.4083968717717978,0.4861991896968589
0.9985897541953225,1.136666897382068,1.5102238512572588,8.896257005508446e-05,2.4045869537969722e-05,1.5849187990366491,0.5429723905645283
1.040763061011782,1.0337465556811098,1.3817622840045383,1.5139949369480376e-05,2.63018318458208e-05,1.5170281208189407,0.5189387087239349
0.9793215670749231,1.0504355873139846,1.4071646128611304,2.5660941989080754e-06,9.164622138957412e-07,1.4273340451460448,0.4993616177906012
0.9956216137555484,0.9871151234023777,1.6203210419046528,0.00016492505035921033,7.402966284542067e-06,1.3960429145460578,0.5569580718983447
1.0082724069739393,1.05477137472319,1.474690810903026,6.152336774380984e-05,2.1972631337074944e-05,1.4515146995141353,0.5345603524859666
0.9935739627725968,0.9839440542145772,1.3318523610179018,0.0001794565707612161,2.8677597146087308e-05,1.4230860651952022,0.4817450123995478
0.9596828710203364,1.0747922503753315,1.4080708514878661,0.00012908831691103015,1.9987756800898815e-05,1.4053426898928016,0.4932354064046242
1.001284759009326,1.0222838696403775,1.4881034791903107,0.0003011530880465685,6.0055815329973505e-05,1.3384229093802367,0.5199757434276315
1.0338813359575867,0.9527927613978807,1.407104830048843,6.254054576833034e-05,9.023973211075287e-05,1.3809945740403977,0.503158907639917
0.9492326377733342,1.070052256007147,1.3769726757699987,7.388724939678681e-05,9.016813860396322e-05,1.438678932828277,0.4838603062378725
0.9154349038934204,1.145356780906724,1.38166080698262,0.00031826647108665893,8.007171575530325e-05,1.440953330876062,0.46806782908103584
0.9743570800741069,1.028653959997464,1.4283174632097952,0.00010812715028949426,4.2423090780396855e-05,1.384462358353506,0.4976541210538779
0.9239369602150902,1.0565855999328804,1.3910791828535023,0.00021545911527232062,9.517274943104947e-05,1.3765705746036767,0.47603756664598224
1.0318362896322772,1.0522606223404323,1.3628157642467444,4.047704397960316e-05,1.445608713557256e-05,1.4843303838239716,0.5025663983105999
1.0175516556882713,1.0433239321070158,1.360763413963656,0.00027394912647524803,2.7787101671949976e-05,1.4930534792434609,0.5068314069201906
0.9268394562800549,0.876430498564768,1.2838406479849431,0.0002180497578869733,7.967399327091229e-05,1.195893983208865,0.440567979480294
0.9483796336465617,1.0062890922461292,1.4318501565506447,0.00015249360939155742,5.446200335412765e-05,1.350335393794925,0.5126097291983676
1.0307107309662125,0.9912327106755507,1.4102912741279647,4.552853828005965e-05,1.8099790286552064e-05,1.4245698979110977,0.5135296620538049
0.9568432095631384,0.9776378896425181,1.4654781394053573,7.826601869487249e-06,2.795214953388303e-06,1.3640505358482204,0.5175602776527275
1.0165487134814484,1.0397320520227527,1.4787159262535439,8.808303841210118e-05,2.410184678558469e-05,1.4334300597264387,0.540631713633626
0.9527375895407617,1.0382361381716565,1.4623788674311744,7.614108605595858e-05,4.427679004881391e-06,1.4021452712011566,0.5154766524736861
0.9400404939371185,0.8980686622545944,1.5138675418262084,5.3743721251198194e-05,1.9194186161142213e-05,1.24461222503868,0.49227475996650144
0.9091053471796122,0.9530650720878557,1.3464165388357583,0.0003132818498518208,4.8272258313053484e-05,1.2706383168924746,0.4709604380012792
0.9720356691759425,0.9765648445187217,1.2780814891978645,0.00027982427286423747,4.6408348022164425e-05,1.3527599853259902,0.4598419231975184
0.9934852510452007,0.9721710070809566,1.410360823558914,6.839629468724517e-05,1.2984902048041036e-06,1.3072580491978534,0.4876762458850028
0.9563362035293135,1.1220463341689788,1.3152465239068487,1.5221830140399461e-05,1.6706492176332688e-06,1.4522163043095555,0.4627388873230296
1.0048187937503896,0.9616978929550611,1.553506702066107,0.0001764444920771435,6.301589002755126e-05,1.3419825340505929,0.5133309906603339
1.002421693585147,0.9960823804705939,1.4417437207827772,0.0003347743762933675,6.717964490032813e-06,1.3940451048269868,0.5087648572507408
1.0449334145234082,1.1171754787512467,1.4999306575734097,0.00025203255425476634,4.001561175293045e-05,1.5444433552325973,0.5329178170981189
0.9269526174028815,0.996031804013461,1.3777083242186448,9.138171917122405e-06,4.2476537679414506e-06,1.3070313772003674,0.46552061088787366
0.9369590566211801,1.1243238937975648,1.4073144645494002,2.6505336487847586e-05,1.2152081151461935e-05,1.495206089500355,0.4890027227691817
0.9282298998955801,0.9608609416514442,1.7454148319511584,0.00011018890855236662,4.5735982876826675e-05,1.3046658509663682,0.5802862621750747
0.9606586858865519,0.951772875169673,1.5136291393596017,0.00024590651980767043,8.957800228792667e-05,1.2962501450332564,0.506645192146152
0.9418277923981332,0.9572864632981452,1.3867499855509147,6.296570608332885e-05,1.1393276621918247e-05,1.2971396445508678,0.4849422029226715
1.0397451140724263,0.9275071579461737,1.5048020002231846,3.901327269462129e-06,1.3933311676650462e-06,1.3821845323055446,0.5426064959270186
1.023630020100714,0.858362338985927,1.3723706702960061,7.265470568285081e-06,1.5433567069789156e-05,1.3548730363444486,0.4994596207401469
