alpha0,alpha1,alpha2,mu1,mu2,sigma1,sigma2
2.2502035000532046,0.45625498615522037,0.6476328707041703,0.004330479274025079,0.00012971189722033039,1.612547687728355,0.5904336041510436
1.5960346791362292,0.4445137376847415,0.7723712588526919,0.0005634773037637596,0.00020124189420134275,1.0673587194615775,0.47709448162527607
1.456185589754883,0.8068297103892866,0.3924015772246191,0.0008698878766159267,0.0003106742416485453,1.3500806604862283,0.355582555309367
2.617900526014075,0.5073034648774167,1.039181698616128,0.0008558460619062735,0.0003056593078236691,1.953722691830167,0.798756609875904
1.954932302898619,0.36750807593928764,0.5785939314332014,0.00011746130554382005,4.195046626565002e-05,1.5795226831493179,0.5785556749034566
1.9256251105674562,0.3764229488901441,1.4366925741458338,0.0019296784591955605,0.0002499348687710068,1.2863948381712456,0.7048874690932232
2.093193522318993,0.5553516462671048,1.055055214461867,0.0011695040440718339,0.00012783904069002539,1.5957873322739813,0.6991209025374846
1.9777436516731466,0.3342091459051543,0.5705360166337837,0.0008743778353827113,0.00011956358236375753,1.3641959686188598,0.523967078518017
1.766031606804036,0.4848408322743488,0.41594143910965936,0.002760452499731114,0.0009858758927611122,1.346739334002633,0.45086449829829134
1.7902391509416677,0.4083898508569559,0.6923888592219647,0.00027212685935156243,9.718816405412944e-05,1.2896844114487642,0.5024165355260197
1.563221158822936,0.7341466047095638,0.3866947802148851,0.0015352208780182507,0.0005482931707208039,1.4213433720063207,0.38301341904172387
2.161760943923771,0.38835797453488424,0.48480903286857574,0.0018148589869625641,0.0006481639239152015,1.5665362594340888,0.554121980088153
2.0526315477742303,0.6141528518304259,0.5900268135180377,0.0004920127911888894,0.00017571885399603193,1.6457254632830345,0.5495732607834374
2.0356895642444424,0.3498912194243738,0.8400802537028987,0.0013501495544550489,0.0004821962694482318,1.3670509703065556,0.6064066472170258
1.5864876754366581,0.42906017363005844,0.3572650495643171,0.0003387246716534342,0.00012097309701908365,0.9361118593873119,0.29812646958553796
1.5684877923089806,0.3089218818050478,0.3997304204340601,0.0004574422786918219,0.00041953993779852983,0.9559218032257765,0.32907983064134777
1.7473803324715627,1.1246808093196223,0.4892678756714518,0.0006967826181975222,0.00016548169076402441,1.7104230562788847,0.4242819256522431
2.5268833933682235,0.5437908960235588,1.49669509028721,0.0005796947059509616,0.00020703382355391486,2.01825718333063,0.9729471943345978
2.104108963402981,0.5057463174698997,0.5255419176003626,0.0002658587650639088,0.000948538827879708,1.6249574954977974,0.5477270645859827
1.8185619548040357,0.34935785721483437,0.7024740639910991,0.0001710616824316613,6.109345801130761e-05,1.2913913885607964,0.5228173694943692
2.199112849406521,0.7218385613027304,0.5678570082930431,1.0111060408579674e-05,3.6110930030641697e-06,1.6038902686209204,0.5040606104976453
1.9727983805709155,0.5805285377961726,0.6092016000874173,0.001215135124126565,0.000539316079146257,1.4034117727273687,0.45808545196649114
2.0550628664586585,0.5200715381418245,1.2390244549801934,0.00032684348720071196,0.0003099306050375894,1.4739072342709894,0.7549020665262252
2.138004375111347,0.5586239960014344,0.5055801832901393,0.005802765899961182,0.0020724163928432793,1.582764397153003,0.5357068812097312
2.2190496694153676,0.3774690854621317,0.95864610059655,0.0031669389436226325,0.0008858414038824813,1.471422949144562,0.6532814640938587
2.0610738436660743,0.38376699923026636,0.5114411596341393,0.0010695940869669407,5.2809781232121544e-05,1.2513928799972898,0.46288533446653823
